city,latitude,longitude,date,nkill,nwound,gname
Harasta,33.561504,36.368763,2012-10-08,1.0,,Al-Nusrah Front
Harasta,33.561504,36.368763,2012-10-08,1.0,,Al-Nusrah Front
Maruf district,31.573838,67.040911,2012-10-13,7.0,3.0,Taliban
Dara Adam Khel,33.68745,71.516037,2012-10-13,17.0,30.0,Unknown
Unknown,33.5111,36.3064,2012-10-14,1.0,0.0,Unknown
Unknown,33.510273,36.316961,2012-10-14,1.0,0.0,Unknown
Mudiyah,13.92892,46.079399,2012-10-16,4.0,5.0,Al-Qaida in the Arabian Peninsula (AQAP)
Zurmat,33.435965,69.031563,2012-10-17,1.0,10.0,Taliban
Unknown,33.5111,36.3064,2012-10-18,1.0,0.0,Unknown
Chabahar,25.291944,60.643056,2012-10-19,3.0,5.0,Harakat Ansar Iran (HAI)
Shoqra,13.357599,45.69648,2012-10-19,22.0,15.0,Al-Qaida in the Arabian Peninsula (AQAP)
Unknown,36.215549,37.159279,2012-10-21,1.0,,Unknown
Chermen,43.144985,44.709719,2012-10-23,2.0,4.0,Unknown
Fallujah,33.349159,43.784199,2012-10-24,2.0,5.0,Unknown
Maymana,35.921051,64.774544,2012-10-26,42.0,50.0,Taliban
Unknown,35.804295,69.287754,2012-10-26,0.0,0.0,Taliban
Tarin Kot,32.61797,65.872375,2012-10-28,1.0,0.0,Unknown
Malali,10.516667,7.433333,2012-10-28,3.0,100.0,Boko Haram
Yelwa,10.283333,9.783333,2012-10-28,0.0,0.0,Unknown
Buner district,34.394322,72.615117,2012-11-03,7.0,3.0,Tehrik-i-Taliban Pakistan (TTP)
Mogadishu,2.059819,45.326115,2012-11-03,4.0,10.0,Al-Shabaab
Ziyara,35.188786,37.211583,2012-11-05,51.0,,Al-Nusrah Front
Ekka Ghund,34.244107,71.497025,2012-11-05,1.0,2.0,Unknown
Taji,33.540672,44.251266,2012-11-06,29.0,40.0,Al-Qaida in Iraq
North Nazimabad,24.891115,67.143311,2012-11-08,4.0,26.0,Tehrik-i-Taliban Pakistan (TTP)
Peshawar,34.006004,71.53743,2012-11-07,9.0,30.0,Tehrik-i-Taliban Pakistan (TTP)
Kandahar,31.631083,65.742226,2012-11-08,4.0,2.0,Taliban
Lawdar,13.887403,45.863647,2012-11-09,0.0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
Asadabad,34.875656,71.152008,2012-11-12,1.0,1.0,Unknown
Zinjibar,13.129726,45.385571,2012-11-16,5.0,4.0,Al-Qaida in the Arabian Peninsula (AQAP)
Khalis,33.848618,44.522125,2012-11-18,4.0,16.0,Unknown
Halimzai,34.345856,71.370506,2012-11-19,1.0,4.0,Unknown
Sarband,33.93573,71.487518,2012-11-20,0.0,0.0,Unknown
Karachi,24.891115,67.143311,2012-11-21,3.0,7.0,Tehrik-i-Taliban Pakistan (TTP)
Kabul,34.516895,69.147011,2012-11-21,3.0,6.0,Taliban
Rawalpindi,33.594013,73.069077,2012-11-21,25.0,62.0,Tehrik-i-Taliban Pakistan (TTP)
Maydan Shahr,34.361059,68.840693,2012-11-23,4.0,90.0,Taliban
Torkham,34.128723,71.085815,2012-11-23,1.0,5.0,Taliban
Lakki Marwat,32.606209,70.908623,2012-11-23,1.0,1.0,Unknown
Jaji,10.816635,7.566661,2012-11-25,16.0,6.0,Boko Haram
Jaji,10.816635,7.566661,2012-11-25,16.0,5.0,Boko Haram
Kandahar,31.631083,65.742226,2012-11-28,1.0,7.0,Taliban
Jaramana,33.488998,36.346882,2012-11-28,36.0,83.0,Unknown
Fallujah,33.349159,43.784199,2012-11-29,4.0,10.0,Unknown
Peshawar,34.006004,71.53743,2012-12-01,2.0,0.0,Unknown
Deh Rahwod,32.623813,65.456374,2012-12-01,4.0,4.0,Taliban
Garang,34.440833,71.425278,2012-12-02,2.0,0.0,Unknown
Jalalabad,34.417122,70.449593,2012-12-02,14.0,14.0,Taliban
Bannu,32.987347,70.602524,2012-12-04,3.0,6.0,Tehrik-i-Taliban Pakistan (TTP)
Damascus,33.515244,36.292084,2012-12-12,8.0,50.0,Al-Nusrah Front
Wana,32.306099,69.579956,2012-12-05,5.0,9.0,Tehrik-i-Taliban Pakistan (TTP)
Kabul,34.516895,69.147011,2012-12-06,1.0,1.0,Taliban
Bannu,32.987347,70.602524,2012-12-10,9.0,7.0,Tehrik-i-Taliban Pakistan (TTP)
Baghdad,33.303566,44.371773,2012-12-12,0.0,5.0,Al-Qaida in Iraq
Kandahar,31.631083,65.742226,2012-12-13,4.0,18.0,Taliban
Mogadishu,2.059819,45.326115,2012-12-14,4.0,6.0,Al-Shabaab
Wadi Houran,33.978886,42.556753,2012-12-14,1.0,0.0,Unknown
Peshawar,34.006004,71.53743,2012-12-15,14.0,40.0,Tehrik-i-Taliban Pakistan (TTP)
Kabul,34.516895,69.147011,2012-12-17,12.0,15.0,Taliban
Wana,32.306099,69.579956,2012-12-21,4.0,6.0,Unknown
Peshawar,34.006004,71.53743,2012-12-22,10.0,17.0,Tehrik-i-Taliban Pakistan (TTP)
Kano,11.974328,8.50026,2012-12-22,1.0,1.0,Boko Haram
Kano,11.974328,8.50026,2012-12-22,1.0,0.0,Boko Haram
Khost,33.335258,69.928467,2012-12-26,4.0,6.0,Taliban
Karachi,24.891115,67.143311,2012-12-29,7.0,50.0,Unknown
Baghdad,33.303566,44.371773,2012-12-31,5.0,16.0,Al-Qaida in Iraq
Kirkuk,35.45211,44.375465,2012-12-31,4.0,0.0,Al-Qaida in Iraq
Musayyib,32.777344,44.289352,2013-01-03,28.0,60.0,Unknown
Jabal al- Zawieh,35.713985,36.525666,2013-01-03,1.0,0.0,Unknown
Spin Boldak district,31.008066,66.398042,2013-01-06,7.0,15.0,Taliban
Quetta,30.200819,66.994354,2013-01-10,54.0,85.0,Lashkar-e-Jhangvi
Quetta,30.200819,66.994354,2013-01-10,53.0,84.0,Lashkar-e-Jhangvi
Fallujah,33.349159,43.784199,2013-01-15,4.0,4.0,Al-Qaida in Iraq
Kabul,34.516895,69.147011,2013-01-16,7.0,30.0,Taliban
Idlib,35.928802,36.631451,2013-01-16,12.0,15.0,Unknown
Idlib,35.928802,36.631451,2013-01-16,12.0,15.0,Unknown
Kirkuk,35.45211,44.375465,2013-01-16,18.0,90.0,Al-Qaida in Iraq
Kirkuk,35.45211,44.375465,2013-01-16,3.0,28.0,Al-Qaida in Iraq
Ceel Jeelle,1.876646,44.247902,2013-01-16,4.0,2.0,Al-Shabaab
Dadaab,0.0537,40.307877,2013-01-17,2.0,0.0,Al-Shabaab
Daraa,32.622334,36.103756,2013-01-18,26.0,,Al-Nusrah Front
Guzara,34.04672,62.168857,2013-01-19,2.0,0.0,Unknown
Ceske Velenice,48.768384,14.963675,2013-01-19,1.0,0.0,Unknown
Salamiyah,35.012791,37.051506,2013-01-21,31.0,24.0,Al-Nusrah Front
Kabul,34.516895,69.147011,2013-01-21,8.0,10.0,Taliban
Mahmudiyah,33.057991,44.354839,2013-01-22,6.0,14.0,Unknown
Taji,33.540672,44.251266,2013-01-22,7.0,20.0,Unknown
Tuz Khormato,34.881348,44.62513,2013-01-23,43.0,75.0,Al-Qaida in Iraq
Jado Khail,34.853301,69.648161,2013-01-25,6.0,15.0,Taliban
Kunduz,36.705776,68.87706,2013-01-26,11.0,18.0,Taliban
Ghazni,33.542622,68.415329,2013-01-26,3.0,5.0,Unknown
Radaa,14.413989,44.837418,2013-01-28,7.0,9.0,Al-Qaida in the Arabian Peninsula (AQAP)
Radaa,14.413989,44.837418,2013-01-28,6.0,7.0,Al-Qaida in the Arabian Peninsula (AQAP)
Mogadishu,2.059819,45.326115,2013-01-29,3.0,2.0,Al-Shabaab
Hangu,33.528893,71.056122,2013-02-01,25.0,55.0,Tehrik-i-Taliban Pakistan (TTP)
Ankara,39.930771,32.76754,2013-02-01,2.0,3.0,Devrimici Halk Kurtulus Cephesi (DHKP/C)
Serai Naurang,32.823055,70.783745,2013-02-02,35.0,8.0,Tehrik-i-Taliban Pakistan (TTP)
Serai Naurang,32.823055,70.783745,2013-02-02,11.0,0.0,Tehrik-i-Taliban Pakistan (TTP)
Kirkuk,35.45211,44.375465,2013-02-03,36.0,70.0,Al-Qaida in Iraq
Taji,33.540672,44.251266,2013-02-04,22.0,44.0,Unknown
Taji,33.540672,44.251266,2013-02-05,5.0,12.0,Al-Qaida in Iraq
Palmyra,34.558525,38.293671,2013-02-06,7.0,10.0,Al-Nusrah Front
Palmyra,34.558525,38.293671,2013-02-06,7.0,11.0,Al-Nusrah Front
Gao,16.273292,-0.050689,2013-02-08,1.0,1.0,Movement for Oneness and Jihad in West Africa (MUJAO)
Kuchlak,30.354935,66.944313,2013-02-09,1.0,3.0,Unknown
Gao district,16.75,0.583333,2013-02-09,0.0,0.0,Unknown
Gao district,16.75,0.583333,2013-02-09,1.0,0.0,Movement for Oneness and Jihad in West Africa (MUJAO)
Galkayo,6.774396,47.429031,2013-02-11,5.0,1.0,Al-Shabaab
Mosul,36.354145,43.14357,2013-02-11,9.0,18.0,Unknown
Al-Shadadi,36.054962,40.72496,2013-02-11,8.0,,Al-Nusrah Front
Al-Shadadi,36.054962,40.72496,2013-02-11,8.0,,Al-Nusrah Front
Khasavyurt,43.248554,46.597836,2013-02-14,4.0,6.0,Unknown
Thal,33.370038,70.54496,2013-02-14,8.0,11.0,Tehrik-i-Taliban Pakistan (TTP)
Bannu district,32.929773,70.669266,2013-02-14,6.0,1.0,Tehrik-i-Taliban Pakistan (TTP)
Mardan,34.200592,72.048439,2013-02-15,1.0,2.0,Tehrik-i-Taliban Pakistan (TTP)
Muqdadiyah district,33.948372,44.916232,2013-02-15,1.0,0.0,Unknown
Tal Afar,36.376823,42.448875,2013-02-16,4.0,0.0,Al-Qaida in Iraq
Peshawar,34.006004,71.53743,2013-02-18,9.0,6.0,Lashkar-e-Islam (Pakistan)
Maiduguri,11.840929,13.141459,2013-02-20,3.0,2.0,Boko Haram
Damascus,33.515244,36.292084,2013-02-21,62.0,201.0,Unknown
Kidal,18.442701,1.411332,2013-02-21,2.0,2.0,Movement for Oneness and Jihad in West Africa (MUJAO)
Mosul,36.354145,43.14357,2013-02-21,2.0,0.0,Unknown
Mosul,36.354145,43.14357,2013-02-21,1.0,6.0,Unknown
Maiduguri,11.840929,13.141459,2013-02-21,2.0,6.0,Boko Haram
Mosul,36.354145,43.14357,2013-02-21,2.0,0.0,Unknown
Tessalit,20.252066,0.981526,2013-02-22,5.0,0.0,Unknown
Baqubah,33.74324,44.623825,2013-02-23,3.0,7.0,Al-Qaida in Iraq
Kabul,34.516895,69.147011,2013-02-24,2.0,0.0,Taliban
Puli Alam,34.002216,69.03157,2013-02-24,1.0,3.0,Taliban
Jalalabad,34.417122,70.449593,2013-02-24,3.0,3.0,Taliban
Baraki Barak,33.970342,68.948637,2013-02-24,1.0,1.0,Taliban
Damascus,33.515244,36.292084,2013-02-25,6.0,0.0,Unknown
Hangu district,33.443839,70.907124,2013-02-25,3.0,9.0,Unknown
Kabul,34.516895,69.147011,2013-02-27,1.0,7.0,Taliban
Mogadishu,2.059819,45.326115,2013-03-01,1.0,0.0,Al-Shabaab
Mogadishu,2.059819,45.326115,2013-03-01,5.0,7.0,Al-Shabaab
Kandahar,31.488954,65.857667,2013-03-02,1.0,1.0,Unknown
Karbala,32.604393,44.007145,2013-03-03,3.0,10.0,Unknown
Mosul,36.354145,43.14357,2013-03-04,6.0,12.0,Al-Qaida in Iraq
Lawdar,13.887403,45.863647,2013-03-04,13.0,15.0,Al-Qaida in the Arabian Peninsula (AQAP)
Lawdar,13.887403,45.863647,2013-03-04,13.0,16.0,Al-Qaida in the Arabian Peninsula (AQAP)
Gyan district,32.922311,69.373424,2013-03-04,6.0,2.0,Taliban
Shirqat district,35.493102,43.099136,2013-03-05,1.0,1.0,Unknown
Taluqan district,36.736614,69.533401,2013-03-06,1.0,1.0,Unknown
Samarra,34.208416,43.890713,2013-03-08,9.0,0.0,Unknown
Kabul,34.516895,69.147011,2013-03-09,10.0,13.0,Taliban
Khost,33.335258,69.928467,2013-03-09,10.0,2.0,Unknown
Dibis,35.672932,44.070145,2013-03-11,6.0,120.0,Unknown
Bannu,32.987347,70.602524,2013-03-12,3.0,20.0,Tehrik-i-Taliban Pakistan (TTP)
Srinagar,34.08374,74.789902,2013-03-13,7.0,7.0,Hizbul Mujahideen (HM)
Imam Sahib district,37.187111,68.899246,2013-03-13,5.0,6.0,Unknown
Baghdad,33.303566,44.371773,2013-03-14,8.0,12.0,Al-Qaida in Iraq
Baiji,34.92485,43.491413,2013-03-17,1.0,3.0,Unknown
Tikrit,34.621521,43.668377,2013-03-17,1.0,3.0,Unknown
Mogadishu,2.059819,45.326115,2013-03-18,11.0,10.0,Al-Shabaab
Peshawar,34.006004,71.53743,2013-03-18,6.0,45.0,Tehrik-i-Taliban Pakistan (TTP)
Kano,12.023287,8.536534,2013-03-18,39.0,75.0,Boko Haram
Mosul,36.354145,43.14357,2013-03-19,4.0,7.0,Al-Qaida in Iraq
Iskandariyah,32.887157,44.341637,2013-03-19,3.0,10.0,Al-Qaida in Iraq
Balad Ruz,33.693947,45.067425,2013-03-19,6.0,0.0,Al-Qaida in Iraq
Timbuktu,16.747314,-2.996523,2013-03-20,2.0,2.0,Movement for Oneness and Jihad in West Africa (MUJAO)
Udayn,13.966953,44.002258,2013-03-19,0.0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
Mogadishu,2.059819,45.326115,2013-03-21,1.0,1.0,Al-Shabaab
Damascus,33.515244,36.292084,2013-03-21,50.0,84.0,Unknown
Mir Ali,32.975433,70.273735,2013-03-23,18.0,26.0,Unknown
Kano,11.974328,8.50026,2013-03-23,2.0,3.0,Boko Haram
Damascus,33.515244,36.292084,2013-03-26,4.0,2.0,Unknown
Jalalabad,34.417122,70.449593,2013-03-26,13.0,8.0,Taliban
Miran Shah,33.006516,70.068253,2013-03-26,19.0,,Unknown
Kirkuk,35.45211,44.375465,2013-03-29,4.0,70.0,Unknown
Peshawar,34.006004,71.53743,2013-03-29,11.0,28.0,Tehrik-i-Taliban Pakistan (TTP)
Katalung,34.350854,72.056186,2013-03-30,3.0,6.0,Tehrik-i-Taliban Pakistan (TTP)
Timbuktu,16.775008,-3.008768,2013-03-30,1.0,1.0,Al-Qaida in the Islamic Maghreb (AQIM)
Timbuktu,16.77532,-3.008265,2013-03-30,26.0,,Al-Qaida in the Islamic Maghreb (AQIM)
Abu Ghraib,33.31065,44.038208,2013-03-31,2.0,8.0,Unknown
Tikrit,34.621521,43.668377,2013-04-01,10.0,30.0,Unknown
Hangu district,33.443839,70.907124,2013-04-01,9.0,9.0,Unknown
Farah,32.37001,62.128456,2013-04-03,53.0,95.0,Taliban
Mosul,36.354145,43.14357,2013-04-04,1.0,7.0,Unknown
Qalat,32.100204,66.901016,2013-04-06,7.0,9.0,Taliban
Baqubah,33.74324,44.623825,2013-04-06,23.0,60.0,Al-Qaida in Iraq
Damascus,33.515244,36.292084,2013-04-08,14.0,53.0,Unknown
Unknown,,,2013-04-11,0.0,0.0,Unknown
Kidal,18.442701,1.411332,2013-04-12,4.0,4.0,Al-Qaida in the Islamic Maghreb (AQIM)
Mogadishu,2.059819,45.326115,2013-04-13,38.0,58.0,Al-Shabaab
Suni Khel,33.664906,71.532906,2013-04-14,0.0,0.0,Unknown
Fallujah,33.349159,43.784199,2013-04-15,3.0,6.0,Unknown
Samarra,34.208416,43.890713,2013-04-15,1.0,12.0,Unknown
Dawr,34.458889,43.791004,2013-04-15,1.0,13.0,Unknown
Peshawar,34.006004,71.53743,2013-04-16,18.0,60.0,Tehrik-i-Taliban Pakistan (TTP)
Baghdad,33.303566,44.371773,2013-04-18,28.0,50.0,Islamic State of Iraq and the Levant (ISIL)
Sangin district,32.075593,64.854248,2013-04-19,1.0,7.0,Taliban
Khar,34.733517,71.519661,2013-04-20,5.0,4.0,Unknown
Jani Khel,33.666828,69.786664,2013-04-21,4.0,7.0,Taliban
Damascus,33.484444,36.377289,2013-04-22,1.0,,Unknown
Quetta,30.200819,66.994354,2013-04-23,7.0,30.0,Lashkar-e-Jhangvi
Wesh,30.974178,66.437027,2013-04-27,1.0,2.0,Taliban
Peshawar,34.006004,71.53743,2013-04-29,9.0,43.0,Unknown
Tuz Khormato,34.881348,44.62513,2013-04-30,4.0,5.0,Unknown
Fallujah,33.349159,43.784199,2013-05-01,7.0,8.0,Unknown
Ramadi,33.420948,43.295662,2013-05-01,2.0,5.0,Unknown
Shikarpur,27.960898,68.642051,2013-05-01,1.0,2.0,Unknown
Thatta,24.750996,67.925865,2013-05-02,0.0,0.0,Unknown
Chlef,36.165874,1.332239,2013-05-03,0.0,0.0,Al-Qaida in the Islamic Maghreb (AQIM)
Amakouladji,16.6,-0.1,2013-05-04,5.0,4.0,Movement for Oneness and Jihad in West Africa (MUJAO)
Karachi,24.891115,67.143311,2013-05-04,3.0,15.0,Tehrik-i-Taliban Pakistan (TTP)
Mosul,36.354145,43.14357,2013-05-05,0.0,0.0,Unknown
Mogadishu,2.059819,45.326115,2013-05-05,9.0,25.0,Al-Shabaab
Mosul,36.354145,43.14357,2013-05-06,3.0,0.0,Unknown
Doaba,33.006516,70.068253,2013-05-07,13.0,31.0,Unknown
Kirkuk,35.45211,44.375465,2013-05-08,2.0,18.0,Unknown
Tawuq,35.137009,44.44664,2013-05-08,2.0,5.0,Unknown
Mosul,36.354145,43.14357,2013-05-08,2.0,4.0,Unknown
Domail,33.015396,70.749062,2013-05-08,4.0,23.0,Unknown
Peshawar,34.006004,71.53743,2013-05-08,4.0,5.0,Unknown
Peshawar,34.006004,71.53743,2013-05-09,2.0,0.0,Unknown
Khost,33.335258,69.928467,2013-05-09,1.0,0.0,Unknown
Menaka,15.914432,2.397368,2013-05-10,1.0,0.0,Movement for Oneness and Jihad in West Africa (MUJAO)
Gossi,15.822218,-1.301143,2013-05-10,4.0,2.0,Movement for Oneness and Jihad in West Africa (MUJAO)
Gossi,15.822218,-1.301143,2013-05-10,1.0,0.0,Movement for Oneness and Jihad in West Africa (MUJAO)
Tagab district,34.842267,69.702709,2013-05-10,3.0,4.0,Taliban
Karachi,24.891115,67.143311,2013-05-11,6.0,11.0,Unknown
Shirqat,35.499439,43.234894,2013-05-11,4.0,101.0,Unknown
Peshawar,34.006004,71.53743,2013-05-11,1.0,5.0,Unknown
Quetta,30.200819,66.994354,2013-05-12,11.0,76.0,Lashkar-e-Jhangvi
Musa Qala district,32.363723,64.807892,2013-05-13,9.0,27.0,Taliban
Nijrab district,34.960411,69.581933,2013-05-13,2.0,3.0,Taliban
Tarmiyah,33.669689,44.381317,2013-05-15,2.0,4.0,Unknown
Kabul,34.516895,69.147011,2013-05-16,16.0,40.0,Hizb-I-Islami
Kirkuk,35.45211,44.375465,2013-05-16,6.0,17.0,Unknown
Mosul,36.354145,43.14357,2013-05-16,3.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Sarobi district,32.770533,69.074281,2013-05-16,2.0,6.0,Unknown
Ordzhonikidzevskaya,43.316942,45.066353,2013-05-17,1.0,1.0,Muslim extremists
Puli Khumri,35.947552,68.710327,2013-05-20,15.0,9.0,Taliban
Hillah,32.469238,44.416637,2013-05-20,4.0,27.0,Unknown
Baiji,34.92485,43.491413,2013-05-20,3.0,5.0,Unknown
Sanaa,15.325443,44.211895,2013-05-20,71.0,111.0,Unknown
Tarmiyah,33.669689,44.381317,2013-05-21,4.0,7.0,Unknown
Muqur,32.899191,67.901573,2013-05-22,8.0,16.0,Unknown
Agadez,16.966667,7.983333,2013-05-23,23.0,16.0,Movement for Oneness and Jihad in West Africa (MUJAO)
Arlit,18.739154,7.387791,2013-05-23,1.0,14.0,Movement for Oneness and Jihad in West Africa (MUJAO)
Kabul,34.516895,69.147011,2013-05-24,10.0,14.0,Taliban
Peshawar,34.006004,71.53743,2013-05-24,3.0,2.0,Unknown
Kabul,34.516895,69.147011,2013-05-25,1.0,0.0,Unknown
Daman district,31.139334,65.76095,2013-05-25,1.0,0.0,Unknown
Makhachkala,42.98542,47.450668,2013-05-25,1.0,11.0,Unknown
Kansak,32.689845,62.732388,2013-05-27,1.0,4.0,Taliban
Darzaab,36.102628,65.38071,2013-05-27,1.0,3.0,Unknown
Bazarak,35.31711,69.549264,2013-05-29,7.0,2.0,Taliban
Jalalabad,34.417122,70.449593,2013-05-29,3.0,1.0,Unknown
Tarmiyah,33.669689,44.381317,2013-05-28,3.0,8.0,Unknown
Mosul,36.271854,43.165359,2013-05-28,2.0,2.0,Unknown
Ramadi,33.420948,43.295662,2013-05-30,1.0,12.0,Unknown
Tal Afar,36.376823,42.448875,2013-05-30,5.0,8.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2013-05-30,6.0,5.0,Unknown
Belhaf,13.980025,48.189154,2013-06-02,1.0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
North Waziristan district,32.95539,70.131008,2013-06-03,1.0,2.0,Unknown
Chamkani,33.802183,69.832937,2013-06-03,14.0,15.0,Taliban
Poso district,-1.64788,120.43861,2013-06-03,1.0,1.0,Mujahidin Indonesia Timur (MIT)
Kidal,18.442701,1.411332,2013-06-04,1.0,1.0,Al-Qaida in the Islamic Maghreb (AQIM)
Daymirdad,34.233231,68.286231,2013-06-04,8.0,0.0,Unknown
Unknown,32.183083,67.217704,2013-06-05,8.0,0.0,Unknown
Taji,33.540672,44.251266,2013-06-06,11.0,26.0,Islamic State of Iraq and the Levant (ISIL)
Muqdadiyah,33.953167,44.921906,2013-06-07,18.0,44.0,Unknown
Mosul,36.354145,43.14357,2013-06-07,2.0,1.0,Unknown
Unknown,32.537552,41.921997,2013-06-07,10.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2013-06-08,1.0,10.0,Unknown
Homs,34.717705,36.722824,2013-06-08,8.0,,Unknown
Baghdad,33.303566,44.371773,2013-06-09,8.0,16.0,Unknown
Kabul,34.516895,69.147011,2013-06-10,7.0,2.0,Taliban
Qalat,32.100204,66.901016,2013-06-10,6.0,18.0,Taliban
Mosul,36.354145,43.14357,2013-06-10,4.0,11.0,Unknown
Al-Jadidah,33.642502,44.419117,2013-06-10,14.0,50.0,Islamic State of Iraq and the Levant (ISIL)
Dibis district,35.75,44.15,2013-06-10,2.0,6.0,Unknown
Damascus,33.515244,36.292084,2013-06-11,8.0,16.0,Unknown
Damascus,33.515244,36.292084,2013-06-11,8.0,15.0,Unknown
Kabul,34.516895,69.147011,2013-06-11,15.0,40.0,Taliban
Naw Zad district,32.409386,64.454885,2013-06-06,8.0,9.0,Taliban
Mosul,36.354145,43.14357,2013-06-13,2.0,3.0,Unknown
Quetta,30.200819,66.994354,2013-06-15,15.0,30.0,Lashkar-e-Jhangvi
Quetta,30.200819,66.994354,2013-06-15,15.0,30.0,Lashkar-e-Jhangvi
Baghdad,33.303566,44.371773,2013-06-16,9.0,27.0,Islamic State of Iraq and the Levant (ISIL)
Fallujah,33.349159,43.784199,2013-06-17,4.0,21.0,Islamic State of Iraq and the Levant (ISIL)
Lashkar Gah,31.60063,64.369652,2013-06-17,1.0,3.0,Taliban
Rawalpindi,33.594013,73.069077,2013-06-17,0.0,0.0,Unknown
Fallujah,33.349159,43.784199,2013-06-17,1.0,4.0,Unknown
Mardan,34.200592,72.048439,2013-06-18,35.0,43.0,Unknown
Baghdad,33.303566,44.371773,2013-06-18,16.0,29.0,Unknown
Baghdad,33.303566,44.371773,2013-06-18,15.0,28.0,Unknown
Kabul,34.516895,69.147011,2013-06-18,4.0,24.0,Unknown
Mosul,36.354145,43.14357,2013-06-18,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Saada,16.917494,43.762409,2013-06-19,2.0,11.0,Unknown
Hadhar,35.569427,42.723026,2013-06-19,4.0,6.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2013-06-20,4.0,7.0,Unknown
Peshawar,34.006004,71.53743,2013-06-21,15.0,32.0,Tehrik-i-Taliban Pakistan (TTP)
Killa Saifullah,30.707158,68.36576,2013-06-21,1.0,0.0,Unknown
Athba,36.0,42.466667,2013-06-22,5.0,6.0,Islamic State of Iraq and the Levant (ISIL)
Taji,33.540672,44.251266,2013-06-22,25.0,25.0,Unknown
Hawijah,35.326122,43.780811,2013-06-23,5.0,5.0,Unknown
Riyadh,35.272076,43.915043,2013-06-23,4.0,14.0,Unknown
Damascus,33.515244,36.292084,2013-06-23,8.0,0.0,Al-Nusrah Front
Damascus,33.515244,36.292084,2013-06-23,3.0,0.0,Al-Nusrah Front
Kirkuk,35.45211,44.375465,2013-06-23,2.0,2.0,Unknown
Mosul,36.354145,43.14357,2013-06-24,6.0,16.0,Unknown
Tikrit,34.621521,43.668377,2013-06-24,2.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2013-06-24,3.0,7.0,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2013-06-25,14.0,2.0,Taliban
Tuz Khormato,34.881348,44.62513,2013-06-25,4.0,10.0,Unknown
Tuz Khormato,34.881348,44.62513,2013-06-25,4.0,10.0,Unknown
Puli Alam,34.021194,68.999535,2013-06-25,1.0,5.0,Taliban
Kuchlak,30.354935,66.944313,2013-06-27,2.0,1.0,Unknown
Damascus,33.515244,36.292084,2013-06-27,5.0,,Unknown
Dujail,33.835629,44.247406,2013-06-28,5.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2013-06-28,3.0,3.0,Unknown
Bala Buluk district,32.689845,62.732388,2013-06-29,3.0,5.0,Taliban
Quetta,30.200819,66.994354,2013-06-30,32.0,55.0,Lashkar-e-Jhangvi
Jalalabad,34.417122,70.449593,2013-06-30,0.0,0.0,Unknown
Hawijah,35.326122,43.780811,2013-06-30,5.0,5.0,Unknown
Charikar,35.018158,69.168991,2013-07-01,1.0,3.0,Unknown
Kabul,34.516895,69.147011,2013-07-01,1.0,0.0,Unknown
Sabboura,35.15147,37.220161,2013-07-01,4.0,18.0,Islamic State of Iraq and the Levant (ISIL)
Muqdadiyah,33.953167,44.921906,2013-07-01,23.0,28.0,Islamic State of Iraq and the Levant (ISIL)
Baqubah,33.74324,44.623825,2013-07-01,6.0,18.0,Islamic State of Iraq and the Levant (ISIL)
Dashti Archi district,37.035818,69.179698,2013-07-01,1.0,0.0,Unknown
Saujian,33.774807,74.09723,2013-07-01,1.0,0.0,Unknown
Kabul,34.516895,69.147011,2013-07-02,13.0,10.0,Taliban
Balagtasan,6.697778,122.049167,2013-07-02,1.0,0.0,Abu Sayyaf Group (ASG)
Baghdad,33.303566,44.371773,2013-07-02,1.0,0.0,Unknown
Baqubah,33.74324,44.623825,2013-07-02,5.0,17.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2013-07-03,3.0,10.0,Unknown
Mosul,36.354145,43.14357,2013-07-03,2.0,16.0,Unknown
Boya,32.960327,69.932141,2013-07-04,6.0,8.0,Unknown
Tuz Khormato,34.881348,44.62513,2013-07-04,3.0,19.0,Unknown
Tarin Kot,32.666404,65.903629,2013-07-05,13.0,5.0,Taliban
Spin Boldak district,31.008056,66.398056,2013-07-05,3.0,,Unknown
Baghdad,33.303566,44.371773,2013-07-05,16.0,32.0,Unknown
Samarra,34.208416,43.890713,2013-07-05,8.0,9.0,Unknown
Sharana,33.1782,68.752533,2013-07-05,2.0,2.0,Unknown
Quetta,30.200819,66.994354,2013-07-07,29.0,70.0,Lashkar-e-Jhangvi
Doaba,33.42503,70.737233,2013-07-08,9.0,10.0,Unknown
Homs,34.717705,36.722824,2013-07-08,6.0,30.0,Unknown
Chabahar,25.291944,60.643056,2013-07-09,1.0,1.0,Unknown
